latitude,longitude,radius,density
32.562414,-117.09,1000.0,0.0
32.562414,-117.07,1000.0,10.0
32.562414,-117.05,1000.0,17.0
32.562414,-117.03,1000.0,0.0
32.562414,-117.01,1000.0,2.0
32.562414,-116.99,1000.0,1.0
32.562414,-116.97,1000.0,4.0
32.562414,-116.95,1000.0,7.0
32.562414,-116.93,1000.0,11.0
32.562414,-116.91,1000.0,0.0
32.585814,-117.25,1000.0,0.0
32.585814,-117.23,1000.0,0.0
32.585814,-117.21,1000.0,0.0
32.585814,-117.19,1000.0,0.0
32.585814,-117.17,1000.0,0.0
32.585814,-117.15,1000.0,0.0
32.585814,-117.13,1000.0,19.0
32.585814,-117.11,1000.0,41.0
32.585814,-117.09,1000.0,39.0
32.585814,-117.07,1000.0,15.0
32.585814,-117.05,1000.0,13.0
32.585814,-117.03,1000.0,19.0
32.585814,-117.01,1000.0,1.0
32.585814,-116.99,1000.0,0.0
32.585814,-116.97,1000.0,0.0
32.585814,-116.95,1000.0,1.0
32.585814,-116.93,1000.0,1.0
32.585814,-116.91,1000.0,0.0
32.609214,-117.25,1000.0,0.0
32.609214,-117.23,1000.0,0.0
32.609214,-117.21,1000.0,0.0
32.609214,-117.19,1000.0,0.0
32.609214,-117.17,1000.0,0.0
32.609214,-117.15,1000.0,0.0
32.609214,-117.13,1000.0,0.0
32.609214,-117.11,1000.0,0.0
32.609214,-117.09,1000.0,33.0
32.609214,-117.07,1000.0,57.0
32.609214,-117.05,1000.0,20.0
32.609214,-117.03,1000.0,14.0
32.609214,-117.01,1000.0,0.0
32.609214,-116.99,1000.0,2.0
32.609214,-116.97,1000.0,0.0
32.609214,-116.95,1000.0,0.0
32.609214,-116.93,1000.0,0.0
32.609214,-116.91,1000.0,0.0
32.632614,-117.25,1000.0,0.0
32.632614,-117.23,1000.0,0.0
32.632614,-117.21,1000.0,0.0
32.632614,-117.19,1000.0,0.0
32.632614,-117.17,1000.0,0.0
32.632614,-117.15,1000.0,0.0
32.632614,-117.13,1000.0,4.0
32.632614,-117.11,1000.0,3.0
32.632614,-117.09,1000.0,77.0
32.632614,-117.07,1000.0,18.0
32.632614,-117.05,1000.0,22.0
32.632614,-117.03,1000.0,18.0
32.632614,-117.01,1000.0,3.0
32.632614,-116.99,1000.0,7.0
32.632614,-116.97,1000.0,21.0
32.632614,-116.95,1000.0,1.0
32.632614,-116.93,1000.0,0.0
32.632614,-116.91,1000.0,0.0
32.656014,-117.25,1000.0,0.0
32.656014,-117.23,1000.0,0.0
32.656014,-117.21,1000.0,0.0
32.656014,-117.19,1000.0,0.0
32.656014,-117.17,1000.0,0.0
32.656014,-117.15,1000.0,0.0
32.656014,-117.13,1000.0,0.0
32.656014,-117.11,1000.0,22.0
32.656014,-117.09,1000.0,37.0
32.656014,-117.07,1000.0,32.0
32.656014,-117.05,1000.0,9.0
32.656014,-117.03,1000.0,25.0
32.656014,-117.01,1000.0,0.0
32.656014,-116.99,1000.0,0.0
32.656014,-116.97,1000.0,36.0
32.656014,-116.95,1000.0,3.0
32.656014,-116.93,1000.0,0.0
32.656014,-116.91,1000.0,0.0
32.679414,-117.25,1000.0,0.0
32.679414,-117.23,1000.0,0.0
32.679414,-117.21,1000.0,0.0
32.679414,-117.19,1000.0,17.0
32.679414,-117.17,1000.0,51.0
32.679414,-117.15,1000.0,2.0
32.679414,-117.13,1000.0,9.0
32.679414,-117.11,1000.0,32.0
32.679414,-117.09,1000.0,87.0
32.679414,-117.07,1000.0,20.0
32.679414,-117.05,1000.0,4.0
32.679414,-117.03,1000.0,8.0
32.679414,-117.01,1000.0,3.0
32.679414,-116.99,1000.0,0.0
32.679414,-116.97,1000.0,0.0
32.679414,-116.95,1000.0,2.0
32.679414,-116.93,1000.0,0.0
32.679414,-116.91,1000.0,0.0
32.702814,-117.25,1000.0,1.0
32.702814,-117.23,1000.0,2.0
32.702814,-117.21,1000.0,5.0
32.702814,-117.19,1000.0,9.0
32.702814,-117.17,1000.0,117.0
32.702814,-117.15,1000.0,171.0
32.702814,-117.13,1000.0,58.0
32.702814,-117.11,1000.0,26.0
32.702814,-117.09,1000.0,45.0
32.702814,-117.07,1000.0,6.0
32.702814,-117.05,1000.0,5.0
32.702814,-117.03,1000.0,15.0
32.702814,-117.01,1000.0,19.0
32.702814,-116.99,1000.0,8.0
32.702814,-116.97,1000.0,0.0
32.702814,-116.95,1000.0,0.0
32.702814,-116.93,1000.0,0.0
32.702814,-116.91,1000.0,0.0
32.726214,-117.25,1000.0,2.0
32.726214,-117.23,1000.0,49.0
32.726214,-117.21,1000.0,32.0
32.726214,-117.19,1000.0,25.0
32.726214,-117.17,1000.0,155.0
32.726214,-117.15,1000.0,70.0
32.726214,-117.13,1000.0,34.0
32.726214,-117.11,1000.0,9.0
32.726214,-117.09,1000.0,17.0
32.726214,-117.07,1000.0,1.0
32.726214,-117.05,1000.0,0.0
32.726214,-117.03,1000.0,8.0
32.726214,-117.01,1000.0,0.0
32.726214,-116.99,1000.0,2.0
32.726214,-116.97,1000.0,6.0
32.726214,-116.95,1000.0,1.0
32.726214,-116.93,1000.0,0.0
32.726214,-116.91,1000.0,5.0
32.749614,-117.25,1000.0,75.0
32.749614,-117.23,1000.0,18.0
32.749614,-117.21,1000.0,95.0
32.749614,-117.19,1000.0,66.0
32.749614,-117.17,1000.0,108.0
32.749614,-117.15,1000.0,101.0
32.749614,-117.13,1000.0,140.0
32.749614,-117.11,1000.0,62.0
32.749614,-117.09,1000.0,82.0
32.749614,-117.07,1000.0,27.0
32.749614,-117.05,1000.0,46.0
32.749614,-117.03,1000.0,27.0
32.749614,-117.01,1000.0,12.0
32.749614,-116.99,1000.0,19.0
32.749614,-116.97,1000.0,14.0
32.749614,-116.95,1000.0,12.0
32.749614,-116.93,1000.0,23.0
32.749614,-116.91,1000.0,0.0
32.773014,-117.25,1000.0,35.0
32.773014,-117.23,1000.0,21.0
32.773014,-117.21,1000.0,16.0
32.773014,-117.19,1000.0,32.0
32.773014,-117.17,1000.0,26.0
32.773014,-117.15,1000.0,68.0
32.773014,-117.13,1000.0,22.0
32.773014,-117.11,1000.0,6.0
32.773014,-117.09,1000.0,1.0
32.773014,-117.07,1000.0,48.0
32.773014,-117.05,1000.0,41.0
32.773014,-117.03,1000.0,48.0
32.773014,-117.01,1000.0,65.0
32.773014,-116.99,1000.0,5.0
32.773014,-116.97,1000.0,1.0
32.773014,-116.95,1000.0,6.0
32.773014,-116.93,1000.0,5.0
32.773014,-116.91,1000.0,0.0
32.796414,-117.25,1000.0,128.0
32.796414,-117.23,1000.0,46.0
32.796414,-117.21,1000.0,7.0
32.796414,-117.19,1000.0,10.0
32.796414,-117.17,1000.0,8.0
32.796414,-117.15,1000.0,23.0
32.796414,-117.13,1000.0,9.0
32.796414,-117.11,1000.0,9.0
32.796414,-117.09,1000.0,39.0
32.796414,-117.07,1000.0,2.0
32.796414,-117.05,1000.0,5.0
32.796414,-117.03,1000.0,12.0
32.796414,-117.01,1000.0,25.0
32.796414,-116.99,1000.0,6.0
32.796414,-116.97,1000.0,50.0
32.796414,-116.95,1000.0,22.0
32.796414,-116.93,1000.0,40.0
32.796414,-116.91,1000.0,0.0
32.819814,-117.25,1000.0,2.0
32.819814,-117.23,1000.0,2.0
32.819814,-117.21,1000.0,13.0
32.819814,-117.19,1000.0,31.0
32.819814,-117.17,1000.0,29.0
32.819814,-117.15,1000.0,140.0
32.819814,-117.13,1000.0,12.0
32.819814,-117.11,1000.0,20.0
32.819814,-117.09,1000.0,6.0
32.819814,-117.07,1000.0,0.0
32.819814,-117.05,1000.0,0.0
32.819814,-117.03,1000.0,0.0
32.819814,-117.01,1000.0,0.0
32.819814,-116.99,1000.0,1.0
32.819814,-116.97,1000.0,16.0
32.819814,-116.95,1000.0,9.0
32.819814,-116.93,1000.0,12.0
32.819814,-116.91,1000.0,15.0
32.843214,-117.25,1000.0,3.0
32.843214,-117.23,1000.0,0.0
32.843214,-117.21,1000.0,3.0
32.843214,-117.19,1000.0,7.0
32.843214,-117.17,1000.0,7.0
32.843214,-117.15,1000.0,5.0
32.843214,-117.13,1000.0,7.0
32.843214,-117.11,1000.0,0.0
32.843214,-117.09,1000.0,5.0
32.843214,-117.07,1000.0,0.0
32.843214,-117.05,1000.0,0.0
32.843214,-117.03,1000.0,4.0
32.843214,-117.01,1000.0,3.0
32.843214,-116.99,1000.0,73.0
32.843214,-116.97,1000.0,11.0
32.843214,-116.95,1000.0,1.0
32.843214,-116.93,1000.0,5.0
32.843214,-116.91,1000.0,0.0
32.866614,-117.25,1000.0,7.0
32.866614,-117.23,1000.0,41.0
32.866614,-117.21,1000.0,66.0
32.866614,-117.19,1000.0,0.0
32.866614,-117.17,1000.0,0.0
32.866614,-117.15,1000.0,1.0
32.866614,-117.13,1000.0,0.0
32.866614,-117.11,1000.0,0.0
32.866614,-117.09,1000.0,0.0
32.866614,-117.07,1000.0,0.0
32.866614,-117.05,1000.0,0.0
32.866614,-117.03,1000.0,0.0
32.866614,-117.01,1000.0,0.0
32.866614,-116.99,1000.0,0.0
32.866614,-116.97,1000.0,0.0
32.866614,-116.95,1000.0,0.0
32.866614,-116.93,1000.0,11.0
32.866614,-116.91,1000.0,2.0
32.890014,-117.25,1000.0,10.0
32.890014,-117.23,1000.0,14.0
32.890014,-117.21,1000.0,30.0
32.890014,-117.19,1000.0,7.0
32.890014,-117.17,1000.0,6.0
32.890014,-117.15,1000.0,15.0
32.890014,-117.13,1000.0,36.0
32.890014,-117.11,1000.0,3.0
32.890014,-117.09,1000.0,1.0
32.890014,-117.07,1000.0,2.0
32.890014,-117.05,1000.0,0.0
32.890014,-117.03,1000.0,0.0
32.890014,-117.01,1000.0,0.0
32.890014,-116.99,1000.0,0.0
32.890014,-116.97,1000.0,0.0
32.890014,-116.95,1000.0,0.0
32.890014,-116.93,1000.0,0.0
32.890014,-116.91,1000.0,0.0
32.913414,-117.25,1000.0,3.0
32.913414,-117.23,1000.0,15.0
32.913414,-117.21,1000.0,9.0
32.913414,-117.19,1000.0,2.0
32.913414,-117.17,1000.0,20.0
32.913414,-117.15,1000.0,43.0
32.913414,-117.13,1000.0,54.0
32.913414,-117.11,1000.0,25.0
32.913414,-117.09,1000.0,3.0
32.913414,-117.07,1000.0,3.0
32.913414,-117.05,1000.0,0.0
32.913414,-117.03,1000.0,0.0
32.913414,-117.01,1000.0,0.0
32.913414,-116.99,1000.0,0.0
32.913414,-116.97,1000.0,0.0
32.913414,-116.95,1000.0,0.0
32.913414,-116.93,1000.0,0.0
32.913414,-116.91,1000.0,0.0
32.936814,-117.25,1000.0,5.0
32.936814,-117.23,1000.0,17.0
32.936814,-117.21,1000.0,2.0
32.936814,-117.19,1000.0,6.0
32.936814,-117.17,1000.0,0.0
32.936814,-117.15,1000.0,0.0
32.936814,-117.13,1000.0,0.0
32.936814,-117.11,1000.0,13.0
32.936814,-117.09,1000.0,13.0
32.936814,-117.07,1000.0,6.0
32.936814,-117.05,1000.0,4.0
32.936814,-117.03,1000.0,12.0
32.936814,-117.01,1000.0,0.0
32.936814,-116.99,1000.0,0.0
32.936814,-116.97,1000.0,0.0
32.936814,-116.95,1000.0,0.0
32.936814,-116.93,1000.0,0.0
32.936814,-116.91,1000.0,0.0
32.960214,-117.25,1000.0,2.0
32.960214,-117.23,1000.0,31.0
32.960214,-117.21,1000.0,0.0
32.960214,-117.19,1000.0,9.0
32.960214,-117.17,1000.0,0.0
32.960214,-117.15,1000.0,7.0
32.960214,-117.13,1000.0,14.0
32.960214,-117.11,1000.0,12.0
32.960214,-117.09,1000.0,4.0
32.960214,-117.07,1000.0,17.0
32.960214,-117.05,1000.0,32.0
32.960214,-117.03,1000.0,25.0
32.960214,-117.01,1000.0,0.0
32.960214,-116.99,1000.0,0.0
32.960214,-116.97,1000.0,0.0
32.960214,-116.95,1000.0,0.0
32.960214,-116.93,1000.0,0.0
32.960214,-116.91,1000.0,0.0
32.983614,-117.25,1000.0,25.0
32.983614,-117.23,1000.0,1.0
32.983614,-117.21,1000.0,1.0
32.983614,-117.19,1000.0,6.0
32.983614,-117.17,1000.0,1.0
32.983614,-117.15,1000.0,1.0
32.983614,-117.13,1000.0,0.0
32.983614,-117.11,1000.0,0.0
32.983614,-117.09,1000.0,18.0
32.983614,-117.07,1000.0,42.0
32.983614,-117.05,1000.0,1.0
32.983614,-117.03,1000.0,3.0
32.983614,-117.01,1000.0,0.0
32.983614,-116.99,1000.0,0.0
32.983614,-116.97,1000.0,0.0
32.983614,-116.95,1000.0,0.0
32.983614,-116.93,1000.0,0.0
32.983614,-116.91,1000.0,0.0
33.007014,-117.25,1000.0,0.0
33.007014,-117.23,1000.0,0.0
33.007014,-117.21,1000.0,1.0
33.007014,-117.19,1000.0,1.0
33.007014,-117.17,1000.0,0.0
33.007014,-117.15,1000.0,0.0
33.007014,-117.13,1000.0,0.0
33.007014,-117.11,1000.0,7.0
33.007014,-117.09,1000.0,7.0
33.007014,-117.07,1000.0,11.0
33.007014,-117.05,1000.0,3.0
33.007014,-117.03,1000.0,0.0
33.007014,-117.01,1000.0,0.0
33.007014,-116.99,1000.0,0.0
33.007014,-116.97,1000.0,0.0
33.007014,-116.95,1000.0,1.0
33.007014,-116.93,1000.0,0.0
33.007014,-116.91,1000.0,0.0
33.030414,-117.25,1000.0,0.0
33.030414,-117.23,1000.0,4.0
33.030414,-117.21,1000.0,0.0
33.030414,-117.19,1000.0,0.0
33.030414,-117.17,1000.0,0.0
33.030414,-117.15,1000.0,0.0
33.030414,-117.13,1000.0,2.0
33.030414,-117.11,1000.0,1.0
33.030414,-117.09,1000.0,6.0
33.030414,-117.07,1000.0,16.0
33.030414,-117.05,1000.0,2.0
33.030414,-117.03,1000.0,1.0
33.030414,-117.01,1000.0,0.0
33.030414,-116.99,1000.0,0.0
33.030414,-116.97,1000.0,0.0
33.030414,-116.95,1000.0,0.0
33.030414,-116.93,1000.0,0.0
33.030414,-116.91,1000.0,0.0
33.053814,-117.25,1000.0,29.0
33.053814,-117.23,1000.0,0.0
33.053814,-117.21,1000.0,0.0
33.053814,-117.19,1000.0,1.0
33.053814,-117.17,1000.0,0.0
33.053814,-117.15,1000.0,0.0
33.053814,-117.13,1000.0,0.0
33.053814,-117.11,1000.0,0.0
33.053814,-117.09,1000.0,0.0
33.053814,-117.07,1000.0,0.0
33.053814,-117.05,1000.0,0.0
33.053814,-117.03,1000.0,0.0
33.053814,-117.01,1000.0,0.0
33.053814,-116.99,1000.0,0.0
33.053814,-116.97,1000.0,0.0
33.053814,-116.95,1000.0,0.0
33.053814,-116.93,1000.0,0.0
33.053814,-116.91,1000.0,0.0
33.077214,-117.25,1000.0,0.0
33.077214,-117.23,1000.0,14.0
33.077214,-117.21,1000.0,0.0
33.077214,-117.19,1000.0,0.0
33.077214,-117.17,1000.0,0.0
33.077214,-117.15,1000.0,0.0
33.077214,-117.13,1000.0,0.0
33.077214,-117.11,1000.0,0.0
33.077214,-117.09,1000.0,0.0
33.077214,-117.07,1000.0,26.0
33.077214,-117.05,1000.0,1.0
33.077214,-117.03,1000.0,1.0
33.077214,-117.01,1000.0,0.0
33.077214,-116.99,1000.0,1.0
33.077214,-116.97,1000.0,0.0
33.077214,-116.95,1000.0,0.0
33.077214,-116.93,1000.0,0.0
33.077214,-116.91,1000.0,0.0
